       Date            HJD24...         Magnitude1    Magnitude2
2011.11.30 19:19:22   55896.30512      14.440
2011.11.30 19:19:48   55896.30542      13.912
2011.12.01 18:47:14   55897.28281      14.882
2011.12.01 18:48:11   55897.28347      13.927
2011.12.01 19:45:40   55897.32339      13.999
2011.12.01 20:30:19   55897.35439      14.586
2011.12.01 21:14:32   55897.3851      14.941
2011.12.02 18:19:09   55898.26331      14.900
2011.12.02 18:20:07   55898.26397      13.997
2011.12.02 19:22:30   55898.3073      14.586
2011.12.02 19:58:38   55898.33239      14.921
2011.12.02 19:59:36   55898.33306      14.006
2011.12.02 23:08:09   55898.464      14.132
2011.12.03 18:17:20   55899.26204      14.976
2011.12.03 18:18:38   55899.26294               14.043
2011.12.03 18:48:48   55899.2839      14.813
2011.12.03 18:50:06   55899.2848      13.944
2011.12.03 18:59:40   55899.29144               14.358
2011.12.03 19:00:06   55899.29174               13.900
2011.12.03 19:08:43   55899.29772               13.801
2011.12.03 19:17:36   55899.30389      14.262
2011.12.03 19:18:33   55899.30455               13.655
2011.12.03 19:34:06   55899.31535      13.743
2011.12.03 19:35:03   55899.31601      13.424
2011.12.03 19:50:13   55899.32655               13.498
2011.12.03 19:50:45   55899.32692      13.428
2011.12.03 19:51:11   55899.32722               13.303
2011.12.03 20:03:19   55899.33564      13.523
2011.12.03 20:04:36   55899.33653               13.275
2011.12.03 20:15:24   55899.34403      13.563
2011.12.03 20:16:05   55899.34451      13.493
2011.12.03 20:16:41   55899.34493      13.348
2011.12.03 20:43:28   55899.36353      13.655
2011.12.03 21:17:09   55899.38691               13.818
2011.12.03 21:17:44   55899.38732      13.520
2011.12.03 23:41:11   55899.48694      14.236
2011.12.03 23:41:47   55899.48736               13.751
2011.12.04 18:24:26   55900.26697      13.473
2011.12.04 18:24:57   55900.26733      13.402
2011.12.04 18:25:23   55900.26763      13.271
2011.12.04 18:34:29   55900.27395      13.494
2011.12.04 18:35:00   55900.27431      13.419
2011.12.04 18:35:26   55900.27461      13.300
2011.12.04 19:13:09   55900.3008               13.620
2011.12.04 19:23:04   55900.30769               13.439
2011.12.04 20:15:16   55900.34394               14.102
2011.12.04 20:15:48   55900.34431      13.904
2011.12.04 20:16:14   55900.34461      13.566
2011.12.04 20:47:23   55900.36625               14.258
2011.12.04 20:48:21   55900.36691               13.614
2011.12.04 22:09:26   55900.42322               14.605
2011.12.04 22:10:17   55900.42381               14.263
2011.12.05 18:19:59   55901.26388               13.924
2011.12.05 18:20:30   55901.26424               13.806
2011.12.05 19:04:50   55901.29503               14.154
2011.12.05 19:05:20   55901.29538      13.949
2011.12.05 19:05:47   55901.29569      13.588
2011.12.05 19:51:03   55901.32712      14.327
2011.12.05 19:51:34   55901.32748      14.096
2011.12.05 20:06:10   55901.33762               13.689
2011.12.05 20:33:26   55901.35656      14.529
2011.12.05 20:33:57   55901.35692      14.233
2011.12.05 20:34:24   55901.35723      13.740
2011.12.05 20:54:34   55901.37123               14.609
2011.12.05 20:55:05   55901.37159      14.268
2011.12.05 20:55:32   55901.3719      13.795
2011.12.05 21:05:21   55901.37872      14.628
2011.12.05 21:05:51   55901.37907               14.290
2011.12.05 21:06:18   55901.37938               13.826
2011.12.05 21:58:33   55901.41566               14.809
2011.12.05 21:59:04   55901.41603               14.395
2011.12.05 21:59:30   55901.41633               13.886
2011.12.06 18:28:47   55902.26999               14.397
2011.12.06 18:29:18   55902.27035      14.421
2011.12.06 18:29:49   55902.27071      14.133
2011.12.06 18:30:15   55902.27101               13.698
2011.12.06 18:47:17   55902.28284               14.509
2011.12.06 18:47:38   55902.28308               14.186
2011.12.06 19:35:36   55902.31639      14.624
2011.12.06 19:36:13   55902.31682      13.795
2011.12.06 19:37:05   55902.31742               14.277
2011.12.06 19:37:15   55902.31754      13.791
2011.12.06 20:05:25   55902.3371               14.748
2011.12.06 20:36:53   55902.35895               14.853
2011.12.06 20:37:14   55902.35919      14.441
2011.12.06 20:37:30   55902.35938               13.860
2011.12.07 18:28:54   55903.27008      14.708
2011.12.07 18:29:15   55903.27032      14.339
2011.12.07 18:29:31   55903.2705      13.798
2011.12.07 19:10:12   55903.29875      14.829
2011.12.07 19:10:33   55903.299      14.452
2011.12.07 19:10:50   55903.29919               13.910
2011.12.07 19:42:24   55903.32112               14.930
2011.12.07 19:42:46   55903.32137               14.472
2011.12.07 20:26:01   55903.35141      14.955
2011.12.07 20:26:23   55903.35166               14.540
2011.12.07 20:26:38   55903.35184               13.977
2011.12.08 18:25:13   55904.26752      14.930
2011.12.08 18:25:44   55904.26788      14.518
2011.12.08 18:26:11   55904.26819      13.919
2011.12.08 19:32:28   55904.31422      14.968
2011.12.08 19:32:59   55904.31458               14.568
2011.12.08 19:33:25   55904.31488               13.996
2011.12.08 20:12:46   55904.34221               14.979
2011.12.08 20:13:18   55904.34257               14.561
2011.12.09 18:24:51   55905.26726      15.007
2011.12.09 18:25:22   55905.26762      14.581
2011.12.09 18:25:45   55905.26789      14.007
2011.12.09 18:49:17   55905.28423      14.982
2011.12.09 18:50:14   55905.28489      14.014
2011.12.09 19:36:14   55905.31683      14.952
2011.12.09 19:36:52   55905.31728               14.548
2011.12.09 19:37:22   55905.31762               13.985
2011.12.09 20:04:27   55905.33643               15.003
2011.12.09 20:04:53   55905.33673               14.622
2011.12.09 20:05:15   55905.33699               14.056
2011.12.09 20:19:30   55905.34688               15.053
2011.12.10 18:24:06   55906.26674      14.927
2011.12.10 18:24:37   55906.2671      14.578
2011.12.10 18:25:04   55906.26741      14.032
2011.12.10 18:47:41   55906.28312      15.058
2011.12.10 18:48:12   55906.28348      14.603
2011.12.10 18:48:33   55906.28372               14.112
2011.12.10 18:54:08   55906.2876      15.056
2011.12.10 18:54:39   55906.28796      14.651
2011.12.10 18:55:00   55906.2882      14.117
2011.12.10 19:21:36   55906.30667      14.719
2011.12.10 19:39:24   55906.31903      15.105
2011.12.10 19:40:03   55906.31948      14.648
2011.12.10 19:40:32   55906.31982      14.093
2011.12.10 19:50:29   55906.32673      14.954
2011.12.10 19:51:00   55906.32709      14.530
2011.12.10 19:51:26   55906.32739      14.015
2011.12.10 19:59:15   55906.33282      14.708
2011.12.10 19:59:46   55906.33318      14.357
2011.12.10 20:00:12   55906.33348      13.926
2011.12.10 20:13:26   55906.34267               14.204
2011.12.10 20:13:56   55906.34302               13.985
2011.12.10 20:14:23   55906.34333               13.657
2011.12.10 20:19:38   55906.34697               13.959
2011.12.10 20:20:09   55906.34733               13.765
2011.12.10 20:20:35   55906.34763               13.512
2011.12.10 20:28:47   55906.35333               13.565
2011.12.10 20:29:19   55906.3537               13.456
2011.12.10 20:29:45   55906.354               13.328
2011.12.10 20:37:05   55906.35909               13.371
2011.12.10 20:37:36   55906.35945               13.371
2011.12.10 20:38:02   55906.35975               13.315
2011.12.10 20:48:59   55906.36736               13.211
2011.12.10 20:49:22   55906.36762               13.299
2011.12.10 20:49:37   55906.3678               13.246
2011.12.10 20:56:11   55906.37236               13.154
2011.12.10 21:36:50   55906.40058      13.643
2011.12.10 21:37:21   55906.40094               13.277
2011.12.10 21:37:47   55906.40124               13.538
